area_sqft,bedrooms,bathrooms,floors,parking,age_years,city,locality,school_distance_km,hospital_distance_km,metro_distance_km,price
4816,5,5,3,1,4,Mumbai,East,3.31,6.13,9.2,43520440
1692,1,1,2,2,1,Bengaluru,North,5.32,5.84,5.86,9913813
3953,2,3,3,0,1,Bengaluru,North,6.73,2.14,3.73,24585280
1313,3,4,2,3,11,Bengaluru,South,4.66,0.81,0.61,9585464
1720,4,5,1,0,23,Pune,Central,4.99,8.24,2.25,9740934
4394,1,1,2,2,26,Mumbai,North,1.09,8.06,12.11,36575450
4288,5,4,3,0,0,Chandigarh,South,1.93,6.24,0.94,20956997
1890,5,5,2,1,17,Pune,East,3.94,1.76,0.75,10668846
4327,2,2,3,2,7,Mumbai,Central,4.71,4.69,0.63,39217837
3679,3,2,2,1,19,Bengaluru,West,2.22,8.63,6.97,22869988
2276,4,3,2,1,2,Bengaluru,East,5.61,2.28,7.34,15437930
546,4,5,2,2,23,Delhi,North,3.92,5.03,0.65,5342912
1736,3,3,1,2,25,Chandigarh,Central,3.35,7.73,7.62,8706800
4425,2,1,1,2,14,Mumbai,South,9.42,6.86,6.96,38905235
4897,2,2,3,1,0,Delhi,North,7.83,4.25,4.92,31766661
1373,1,1,1,1,26,Chandigarh,South,8.65,4.66,7.91,5460425
1466,4,3,2,0,7,Chandigarh,West,1.96,7.97,4.27,8289294
505,5,6,3,1,8,Delhi,North,9.57,9.27,6.71,5910996
1116,1,1,2,2,7,Pune,West,0.79,1.67,4.35,6147115
4527,2,3,1,1,16,Delhi,South,1.19,0.45,11.6,29680449
3734,2,3,3,1,12,Delhi,North,9.99,4.14,10.65,23749663
2120,1,1,1,0,1,Delhi,West,8.01,9.41,9.29,13045682
4744,5,5,1,3,4,Chandigarh,East,5.74,0.24,4.18,23895189
2110,3,4,3,3,21,Chandigarh,Central,2.55,5.66,4.48,10996730
2056,5,4,3,0,22,Mumbai,West,1.09,3.75,0.49,21117945
4502,1,1,2,2,18,Pune,North,2.37,5.41,4.48,22398734
4988,2,1,1,1,26,Chandigarh,North,5.71,1.89,11.55,22668700
4994,1,2,3,1,17,Pune,Central,1.88,2.23,12.25,24811331
4457,4,5,1,1,5,Pune,North,1.23,8.11,9.21,23484561
3646,2,2,2,0,3,Delhi,South,8.22,6.1,14.99,22985036
2904,2,3,3,0,28,Bengaluru,West,6.32,5.7,10.69,17828648
2351,4,3,3,2,7,Chandigarh,North,4.82,5.47,9.44,11910848
3771,5,4,2,0,0,Bengaluru,South,9.37,3.61,5.46,24807402
3542,5,4,2,3,0,Pune,South,4.62,7.2,9.38,20540125
956,1,1,2,1,22,Mumbai,Central,2.25,9.05,13.3,6909280
2142,2,3,3,3,7,Delhi,West,2.54,2.65,4.94,15761002
4138,2,3,3,2,27,Delhi,Central,1.08,8.75,0.8,27765753
587,2,1,2,0,16,Mumbai,East,0.96,1.73,2.78,5346825
2183,5,6,1,0,17,Chandigarh,Central,1.59,1.11,4.62,10981604
693,3,2,1,2,3,Pune,East,8.58,1.84,0.88,4645531
590,4,3,1,3,12,Delhi,North,0.97,6.65,10.14,5699716
4381,1,1,1,1,4,Delhi,North,3.27,4.12,1.03,28434232
4185,3,3,2,2,16,Delhi,South,2.05,0.75,14.24,28164875
2635,2,2,1,3,7,Delhi,West,2.57,6.89,9.12,17719801
1400,5,6,2,1,29,Chandigarh,North,9.66,3.88,0.83,6792590
1149,1,1,2,0,13,Pune,North,3.92,8.93,13.45,5750690
2394,1,1,2,2,8,Bengaluru,North,6.78,0.59,6.8,14489849
4677,3,4,2,1,5,Delhi,Central,4.09,8.13,3.39,31543283
4734,4,3,1,1,30,Pune,South,4.67,8.64,13.34,24398586
1243,3,3,1,2,18,Bengaluru,North,3.63,5.91,5.8,8087752
991,2,1,2,3,10,Chandigarh,West,3.53,0.5,2.84,5602383
1647,4,5,2,2,1,Pune,North,9.22,8.79,14.53,10182457
3965,2,2,1,3,3,Delhi,South,6.71,7.94,1.74,27541050
3833,3,3,2,1,12,Pune,North,4.32,9.19,0.34,19684366
3602,3,2,1,2,9,Bengaluru,North,2.0,2.36,5.85,22988758
4236,1,1,3,0,27,Chandigarh,West,2.2,3.14,3.91,18793743
3749,5,5,2,1,13,Delhi,West,7.36,4.96,11.76,26025528
4375,3,2,1,2,29,Bengaluru,West,3.99,1.96,1.56,27364345
1928,4,4,3,3,2,Pune,South,7.02,1.46,9.47,11598777
3739,3,4,2,1,14,Bengaluru,North,4.55,5.18,10.89,23089025
580,2,3,3,1,14,Delhi,South,4.87,6.83,13.48,3000779
3520,1,1,1,0,8,Pune,Central,0.52,6.04,5.44,17085737
2741,2,1,3,1,22,Delhi,West,7.84,8.49,14.1,17959768
3145,5,5,2,0,5,Chandigarh,South,5.95,5.36,7.72,16122536
3075,1,1,1,0,22,Delhi,South,3.94,7.49,13.05,19698588
3378,4,5,1,1,17,Pune,West,6.5,2.33,14.67,17638664
1239,2,2,2,2,18,Pune,West,4.4,3.21,3.9,7007712
4600,3,2,3,2,18,Delhi,East,1.82,8.95,9.12,30488721
4572,4,4,3,1,11,Chandigarh,Central,8.82,3.07,12.81,20952484
1423,3,3,3,2,11,Bengaluru,South,9.4,7.63,5.38,10405140
4313,1,2,1,2,5,Delhi,Central,1.29,4.95,0.81,28814056
4213,5,5,2,0,15,Bengaluru,North,4.92,3.29,13.54,26024422
4528,5,6,2,2,16,Mumbai,North,4.02,6.96,2.94,42466062
1941,3,2,2,2,24,Bengaluru,West,4.31,6.37,1.57,12758078
2828,1,2,2,0,26,Delhi,Central,7.01,4.5,13.79,17571819
3510,1,2,2,0,21,Delhi,East,8.31,5.56,12.6,22461487
2629,2,1,3,3,28,Chandigarh,Central,3.08,2.07,9.44,13060973
1160,3,4,1,3,0,Chandigarh,Central,9.29,8.03,14.04,5967804
1673,3,2,3,0,16,Mumbai,West,6.34,9.11,4.13,14959504
3711,2,3,1,3,14,Chandigarh,East,4.31,2.05,11.43,16981425
3844,1,1,2,0,25,Pune,North,1.99,6.98,14.85,18898824
2864,2,1,3,3,13,Mumbai,South,4.77,9.65,8.17,25032975
1591,1,2,3,2,14,Chandigarh,West,6.81,4.23,14.59,6700589
908,1,1,2,2,23,Pune,West,7.85,3.6,12.13,3550132
1364,1,1,2,2,1,Delhi,South,2.76,3.87,6.81,9038035
949,4,5,2,3,21,Delhi,Central,9.33,6.25,6.66,7860374
2026,4,5,3,2,28,Bengaluru,North,6.87,9.1,0.67,14180205
3834,3,4,1,2,7,Mumbai,Central,9.02,9.8,14.57,34808875
4103,5,5,3,0,5,Pune,South,6.66,4.08,7.33,22056236
1107,5,6,3,0,4,Mumbai,East,3.81,8.06,2.68,11901915
591,4,3,2,2,22,Mumbai,West,6.64,3.63,6.18,6917687
4250,2,2,3,1,9,Mumbai,East,8.48,8.39,10.0,36642403
1084,5,4,1,2,12,Bengaluru,East,1.69,6.64,6.99,9020285
1387,4,5,3,0,14,Mumbai,South,3.39,5.39,5.52,13017811
4332,2,1,1,3,3,Pune,East,9.55,3.13,5.71,23062394
3359,2,1,3,0,4,Bengaluru,North,8.69,2.98,1.71,21747101
1919,1,1,1,1,28,Chandigarh,East,8.99,4.95,6.2,7762235
4209,2,3,1,3,21,Bengaluru,West,3.9,6.78,12.22,25682238
3872,4,4,2,3,20,Delhi,North,6.85,9.77,12.5,26537787
1526,2,1,3,2,14,Pune,Central,9.11,2.1,4.93,7585043
3416,2,3,2,1,9,Chandigarh,West,8.2,9.94,12.64,16147289
3656,4,3,1,2,19,Mumbai,West,7.78,7.66,14.46,31956705
3657,4,5,2,1,12,Chandigarh,South,3.24,3.24,2.81,17714884
504,5,4,2,1,1,Delhi,Central,6.57,5.1,13.16,4409050
4160,3,3,1,2,3,Delhi,South,9.2,7.2,13.3,27809728
2486,1,2,1,0,4,Mumbai,North,9.56,6.91,4.02,22667984
842,3,2,2,3,26,Chandigarh,North,5.98,1.46,10.91,4165918
1603,4,3,1,3,27,Mumbai,North,8.44,4.23,2.29,16286671
544,4,3,1,3,2,Pune,West,3.03,3.35,1.69,4274238
4980,5,6,3,3,4,Mumbai,South,6.27,1.58,12.35,45763433
3730,2,1,1,2,11,Mumbai,North,0.77,2.59,13.65,31878927
4153,1,1,3,0,16,Pune,West,9.11,7.41,13.35,19699953
3465,1,2,1,2,16,Delhi,North,7.36,8.61,8.27,22541872
4951,1,1,2,0,28,Chandigarh,North,9.65,6.87,11.61,21757959
1314,1,2,2,3,25,Pune,South,6.26,2.18,8.47,6789268
699,2,2,1,2,9,Mumbai,North,3.27,6.15,14.5,6544623
3078,4,4,2,3,27,Pune,North,5.2,6.14,3.16,16675389
3751,4,5,1,0,7,Bengaluru,South,9.92,1.48,11.29,24332857
2920,4,3,3,2,2,Delhi,North,3.67,7.25,9.37,20238829
844,3,3,2,1,21,Bengaluru,East,5.0,6.57,3.15,5463969
3248,4,5,2,0,7,Mumbai,South,4.5,8.14,3.8,29827840
4665,5,5,1,2,1,Mumbai,West,6.26,4.34,14.35,42873117
4912,2,1,2,3,20,Pune,East,6.16,1.73,2.74,25092518
3473,3,2,2,0,5,Pune,West,6.21,5.62,2.48,18109757
4262,1,2,3,1,24,Pune,West,0.78,7.77,12.82,20914410
2352,4,5,2,3,2,Mumbai,North,3.44,9.27,4.2,23003463
1994,1,1,3,1,29,Mumbai,West,7.87,1.0,10.76,16239623
4235,2,1,3,0,11,Bengaluru,West,7.93,4.73,6.15,25380220
4666,1,2,2,2,17,Mumbai,South,5.94,1.67,10.08,38506683
2153,5,5,2,1,11,Pune,East,8.74,4.39,13.98,11808487
4614,1,2,1,2,24,Delhi,Central,0.86,5.35,2.77,29057490
2399,2,1,1,1,23,Pune,West,9.86,7.12,14.42,12088707
1228,4,3,3,3,8,Delhi,South,7.18,9.89,7.54,9619115
2412,1,1,3,2,21,Bengaluru,South,9.78,1.44,5.14,14521498
545,4,4,1,3,27,Bengaluru,Central,5.46,6.33,12.44,4332789
4748,4,5,3,1,2,Mumbai,South,8.12,7.79,13.86,41641905
2730,3,2,2,2,27,Mumbai,East,6.18,5.11,3.75,24354156
1654,1,2,3,1,27,Chandigarh,South,3.77,1.19,7.02,6923231
2784,5,6,3,3,11,Pune,Central,6.56,4.76,13.98,15701602
988,4,4,3,2,2,Mumbai,South,8.89,5.54,11.51,10180874
2016,5,4,2,1,27,Delhi,West,5.75,5.34,1.54,15174475
1392,4,3,3,0,30,Pune,North,2.75,9.87,11.04,7767078
4062,2,3,2,3,4,Delhi,Central,7.42,7.82,4.9,27831095
1075,4,5,1,1,0,Mumbai,North,6.57,4.26,0.43,11079577
2358,4,4,1,1,16,Chandigarh,South,6.51,6.18,5.93,11748581
3521,1,1,1,0,18,Delhi,Central,2.31,9.99,6.2,23188559
4676,2,3,1,3,7,Mumbai,Central,3.94,4.92,2.71,40842168
1745,2,2,3,1,11,Mumbai,South,1.15,5.3,11.39,14633108
4395,5,4,3,3,14,Bengaluru,North,9.72,0.77,2.85,28355388
3124,4,3,1,3,22,Chandigarh,South,4.5,4.84,9.32,15319138
3025,3,3,2,1,19,Bengaluru,West,0.79,9.62,10.46,19197966
4060,2,3,2,2,9,Pune,South,6.65,3.32,3.5,20943544
1591,5,5,1,0,18,Chandigarh,West,2.22,3.13,13.6,8356217
1255,1,1,1,0,28,Delhi,Central,9.27,5.56,8.09,7533961
3492,3,3,1,1,5,Mumbai,West,9.55,0.95,8.89,30719715
733,1,2,1,2,30,Mumbai,East,9.48,9.62,12.24,5668595
764,1,1,1,2,28,Delhi,West,9.43,5.79,11.95,3849540
1081,1,2,3,3,15,Delhi,South,6.51,7.93,8.82,7656211
915,4,5,3,1,19,Mumbai,West,6.13,4.27,6.33,9831103
4670,5,5,3,1,5,Delhi,North,7.2,9.01,2.84,32544503
3391,4,3,3,1,13,Mumbai,West,1.32,8.31,0.81,31764549
1828,2,2,2,3,1,Mumbai,North,3.29,4.87,12.57,16847109
3624,3,2,1,1,30,Bengaluru,Central,6.68,8.81,1.08,23230451
819,5,6,2,2,5,Pune,East,1.03,6.34,3.9,5326916
3219,3,3,1,0,13,Mumbai,West,5.24,8.21,3.78,29078075
1511,1,2,3,1,24,Chandigarh,Central,9.41,8.66,11.34,6242567
4417,2,3,1,3,1,Mumbai,West,9.69,0.42,0.61,39851458
4510,1,1,1,2,27,Pune,South,9.72,8.8,10.22,22254668
2908,3,2,3,0,21,Delhi,West,8.9,1.46,11.13,19190280
1843,5,4,2,3,6,Bengaluru,North,0.8,7.67,1.78,13072583
621,1,1,1,1,4,Bengaluru,North,2.41,5.59,12.06,2835918
4011,1,1,1,3,16,Chandigarh,Central,7.76,1.06,0.28,19425798
2597,3,3,3,0,1,Delhi,Central,2.68,3.11,8.09,18779992
4004,1,1,1,3,18,Mumbai,East,2.43,0.69,11.03,33688563
1770,2,1,1,0,21,Bengaluru,Central,5.2,5.73,0.53,11735146
3967,5,4,1,2,24,Mumbai,South,9.67,6.01,9.02,35831778
4904,5,4,3,2,20,Bengaluru,Central,9.63,0.97,2.72,31520727
697,1,1,2,2,17,Bengaluru,West,5.0,2.21,5.35,4961492
4891,2,1,3,1,10,Bengaluru,Central,5.94,9.24,7.87,29440495
3493,3,3,1,0,29,Chandigarh,South,3.49,1.53,9.65,15146054
1406,2,3,3,0,7,Delhi,North,9.26,4.12,4.75,9455557
3102,2,2,2,1,13,Pune,South,6.48,2.98,13.6,15327371
2312,4,4,3,0,20,Delhi,North,1.78,0.87,14.45,15733297
1476,4,3,1,3,7,Chandigarh,North,5.86,1.24,4.78,8199116
1511,1,2,3,1,10,Pune,South,1.02,4.79,14.08,7090464
4790,2,1,2,3,0,Mumbai,Central,7.78,9.11,3.0,42272410
4885,4,5,3,1,1,Chandigarh,South,7.11,4.33,1.5,24087900
3344,1,2,2,1,29,Bengaluru,South,8.41,4.95,1.44,19327272
4094,1,2,2,0,26,Mumbai,North,7.86,5.77,9.06,34193939
2617,2,1,2,0,8,Delhi,South,7.65,5.02,8.3,17537309
2122,4,3,2,0,14,Delhi,Central,1.12,5.85,10.77,15216244
4403,5,5,1,3,30,Delhi,West,8.26,8.16,6.37,30522734
4200,4,5,1,0,27,Bengaluru,West,9.02,6.57,10.1,25783830
865,5,6,3,3,24,Bengaluru,North,9.63,1.0,10.86,6300010
2940,4,3,2,2,22,Pune,West,9.67,0.24,14.13,14654995
650,5,6,1,1,28,Chandigarh,East,3.67,2.1,10.83,4094100
4401,5,5,3,3,21,Pune,West,8.82,2.67,11.15,23125201
1664,2,3,1,3,18,Delhi,Central,0.82,8.76,13.95,10841541
2027,1,1,2,2,15,Delhi,South,8.4,8.14,1.4,12445794
1838,4,5,3,0,26,Pune,West,0.59,0.49,14.34,9130959
4612,5,4,1,0,11,Delhi,West,6.65,8.05,2.7,31767977
1366,2,3,1,0,14,Delhi,South,0.46,1.24,11.18,8970862
3259,2,2,3,1,17,Delhi,West,0.38,5.69,12.35,20684363
1596,3,4,2,1,7,Delhi,Central,3.38,6.51,3.2,11406505
1197,1,2,3,3,1,Delhi,North,6.05,8.28,2.88,8340138
1292,4,3,3,1,11,Mumbai,East,3.92,8.03,5.96,12767763
3409,1,2,1,1,1,Bengaluru,North,1.02,1.4,4.57,21413238
3267,1,2,1,0,5,Delhi,East,4.13,0.7,3.94,21063131
3294,1,1,1,0,18,Chandigarh,Central,0.82,1.34,12.23,14197988
844,1,2,1,0,23,Mumbai,East,7.5,3.18,3.12,7187045
1275,1,2,2,1,27,Delhi,North,1.83,3.97,11.5,7764388
2700,4,3,2,1,11,Mumbai,North,2.73,3.78,2.21,25255602
783,1,2,1,2,19,Chandigarh,South,5.35,6.82,3.38,3292085
3161,1,1,2,3,29,Bengaluru,North,1.03,6.38,11.16,17737657
2917,3,4,2,2,8,Delhi,East,1.05,7.24,4.12,20031914
4215,2,3,1,0,17,Chandigarh,South,4.33,8.37,1.9,20129109
3090,3,4,2,3,1,Delhi,South,0.72,0.98,10.34,22234033
3901,4,3,2,1,3,Chandigarh,South,3.44,5.72,2.3,18565904
3465,4,3,3,3,7,Mumbai,East,1.11,6.72,9.33,31615539
647,4,5,1,1,18,Pune,South,0.81,1.73,1.72,3114651
3503,2,2,3,0,3,Bengaluru,East,3.46,8.7,14.25,21285682
2611,1,1,2,3,24,Mumbai,East,1.84,0.85,2.32,22766999
4077,3,2,3,1,29,Delhi,North,6.22,0.83,0.38,27418343
3969,2,2,1,1,9,Mumbai,North,4.81,6.51,10.99,34046173
3649,1,1,1,3,14,Delhi,Central,6.58,0.22,0.93,24782875
3720,4,3,1,0,27,Mumbai,South,3.25,8.8,8.6,32452774
1809,5,4,1,2,28,Chandigarh,Central,7.29,1.62,6.67,9056516
4739,5,5,2,1,18,Delhi,West,5.4,1.31,2.51,32898858
3812,2,2,3,1,1,Bengaluru,East,8.72,5.02,4.42,22851432
1961,5,4,3,2,26,Delhi,Central,9.82,2.62,4.98,14912442
1500,4,4,1,0,3,Mumbai,East,5.48,5.98,8.14,15540125
3916,5,6,3,0,2,Bengaluru,Central,1.01,1.33,11.78,24877626
1018,1,2,3,1,14,Chandigarh,South,6.58,1.94,7.61,4801658
3410,4,3,3,3,19,Chandigarh,West,6.58,8.88,2.92,17058079
3512,4,3,3,0,24,Delhi,South,0.55,9.62,10.2,22872055
687,4,5,3,0,23,Chandigarh,West,4.39,9.79,9.58,3959397
2941,3,2,2,3,6,Pune,North,6.54,0.36,14.52,15429946
4825,3,2,1,1,17,Mumbai,Central,6.4,7.32,12.39,42583089
4410,2,2,2,3,25,Pune,East,4.53,2.33,13.41,21467694
1929,1,1,1,2,6,Bengaluru,North,6.92,2.11,2.91,12197081
1289,5,5,2,0,12,Mumbai,South,4.86,8.46,5.65,13895734
921,2,2,3,2,19,Chandigarh,Central,9.64,4.02,7.07,4297593
4723,1,1,2,1,13,Mumbai,West,1.38,5.33,8.96,39829123
3225,5,6,3,2,18,Bengaluru,Central,6.45,2.93,12.25,21198015
2043,3,3,3,1,0,Pune,West,8.24,4.62,14.87,10316581
3727,3,3,1,2,19,Chandigarh,West,7.49,2.43,12.18,17436901
1642,3,3,2,2,11,Mumbai,South,5.73,7.64,7.15,16104191
536,5,5,3,3,7,Delhi,North,5.7,4.15,5.62,5913416
1006,4,4,1,2,1,Delhi,West,3.04,4.21,1.35,8780743
1946,1,1,2,2,9,Bengaluru,East,5.47,6.97,0.98,12083980
1856,5,5,2,0,7,Mumbai,West,6.45,6.5,0.91,18965801
554,1,2,2,1,7,Mumbai,East,2.57,1.17,5.02,4690004
855,3,4,3,2,12,Mumbai,South,1.33,7.04,2.68,9119329
4937,1,1,2,1,22,Chandigarh,North,3.98,4.9,3.6,22821539
1799,5,6,1,2,27,Mumbai,Central,8.85,1.83,2.77,19280400
2311,3,4,1,0,6,Chandigarh,North,1.03,7.16,13.91,9668677
3823,5,5,3,1,7,Pune,Central,5.01,9.57,12.32,19950445
1000,2,3,3,0,26,Bengaluru,East,2.36,7.8,1.77,6327946
4561,1,2,1,1,28,Pune,West,8.82,5.76,7.64,22840713
1773,2,1,2,2,4,Bengaluru,West,9.71,4.6,14.54,11609614
4308,4,3,2,2,1,Mumbai,South,1.62,8.67,13.43,37636465
4068,5,4,3,1,27,Bengaluru,East,1.27,1.17,6.8,26142855
3701,1,2,2,1,16,Pune,South,4.31,6.22,12.21,18182522
3659,2,3,2,0,9,Pune,South,4.4,1.25,6.1,17647922
4240,1,1,3,2,26,Bengaluru,South,3.14,0.29,1.91,26195933
1912,1,2,3,2,9,Mumbai,Central,4.77,5.29,5.03,16160802
603,3,3,2,2,22,Pune,East,3.86,1.01,6.54,3858886
3372,4,4,2,2,4,Chandigarh,South,9.14,2.39,13.35,16472530
668,3,2,1,3,16,Mumbai,West,4.48,1.01,8.4,7079899
4956,3,2,3,1,26,Bengaluru,North,2.96,0.45,7.75,29433121
2415,5,4,1,1,13,Mumbai,East,0.33,9.01,2.2,23206202
2886,4,4,2,1,0,Mumbai,Central,9.95,7.88,11.45,27136722
2028,3,2,1,1,2,Bengaluru,East,9.02,5.89,7.53,13329520
4108,2,3,2,1,18,Bengaluru,North,5.83,1.46,13.8,24826537
955,3,4,1,1,20,Bengaluru,Central,2.42,5.67,11.52,5723581
3909,4,4,3,2,10,Delhi,South,7.96,3.71,6.14,27607069
4181,4,3,1,0,21,Mumbai,North,4.67,7.31,14.42,36213962
3414,2,1,1,3,28,Delhi,South,8.24,9.98,11.66,22128110
1661,3,4,3,2,13,Chandigarh,East,4.62,9.37,10.59,8274247
1430,1,2,2,0,29,Chandigarh,North,2.03,9.25,12.67,5902372
2990,3,3,3,3,24,Chandigarh,South,0.51,4.63,14.16,14366556
2488,2,3,3,3,3,Delhi,Central,9.22,0.39,3.92,17643166
971,2,1,2,1,25,Bengaluru,North,1.08,4.29,0.32,6663057
3926,5,5,2,2,19,Pune,Central,7.68,8.56,8.33,21668989
1833,1,1,2,2,21,Pune,North,2.15,5.45,6.87,8917471
1209,4,4,3,3,25,Bengaluru,South,7.75,9.9,8.75,9146748
1941,5,4,3,1,23,Delhi,East,6.18,5.84,11.47,13909129
770,5,4,2,0,7,Chandigarh,Central,7.63,1.39,2.42,5241938
3330,3,4,2,2,27,Pune,East,7.1,6.14,6.96,16502328
1734,1,1,3,3,16,Bengaluru,Central,9.05,0.84,1.67,10390994
4430,1,1,2,1,17,Pune,North,9.04,0.83,12.18,22269193
524,1,1,1,1,9,Chandigarh,South,6.23,2.77,7.3,2206281
1798,1,2,1,3,4,Chandigarh,East,2.4,3.47,9.45,8153079
4027,3,4,3,0,13,Pune,West,2.8,8.61,9.49,20708364
1473,5,4,1,2,13,Pune,South,7.46,5.42,10.29,8534685
3914,2,3,2,0,23,Pune,West,5.3,1.5,11.15,18775237
4331,5,6,1,2,28,Chandigarh,Central,4.23,8.26,3.4,20998599
3902,1,1,3,2,2,Pune,East,8.33,2.14,3.75,20192797
1242,4,5,3,1,29,Chandigarh,West,8.44,0.29,0.31,6808722
2474,1,2,2,2,24,Delhi,North,5.4,5.44,14.36,15422105
2330,3,2,1,0,27,Chandigarh,South,5.96,7.64,10.16,11348911
2057,2,1,1,3,20,Delhi,South,6.11,8.09,10.22,13883523
2007,5,5,3,0,23,Pune,South,4.49,4.08,9.44,11056942
3351,2,3,3,2,27,Pune,North,4.31,6.15,2.51,17538483
1118,4,3,2,0,13,Delhi,South,3.28,3.75,12.18,7428739
4191,4,4,3,0,19,Bengaluru,West,1.76,2.1,1.73,26629604
3972,4,3,2,3,29,Chandigarh,South,0.87,8.21,8.92,18556019
3408,1,1,1,0,24,Chandigarh,East,7.58,4.83,14.16,14331543
3904,2,2,1,3,6,Mumbai,East,2.6,1.94,7.29,34641921
3572,2,3,2,0,1,Delhi,North,4.88,6.13,1.52,24850962
3100,4,4,1,2,13,Chandigarh,South,0.4,5.64,5.72,16192254
2861,5,5,2,1,24,Delhi,Central,9.95,8.27,5.92,19292479
2788,1,2,3,2,25,Chandigarh,East,4.44,8.87,11.62,12163446
4039,1,2,2,1,19,Delhi,East,8.95,2.49,5.65,26110599
2729,1,2,2,2,29,Chandigarh,West,3.7,6.65,1.32,11870328
1357,3,4,3,2,24,Pune,North,1.35,1.1,7.48,6724060
4903,4,5,3,0,20,Mumbai,Central,6.04,5.29,6.69,43034702
924,5,6,2,2,23,Delhi,West,2.46,0.93,15.0,7195585
1275,2,3,2,2,20,Delhi,West,1.51,3.29,7.06,8880003
1378,3,2,3,3,23,Bengaluru,East,7.73,0.36,4.07,9403494
4089,2,3,2,1,23,Delhi,South,9.81,9.93,6.6,26891920
2327,4,3,1,2,19,Delhi,North,3.62,0.7,6.38,17137227
2742,3,3,1,2,2,Bengaluru,Central,8.6,1.39,3.32,18310449
512,4,4,2,2,18,Delhi,West,9.93,8.95,8.33,4119581
4313,3,2,2,3,22,Mumbai,East,8.2,2.27,11.83,36870901
4403,1,1,3,1,11,Delhi,South,2.06,3.91,1.94,28943160
2908,4,3,2,1,15,Mumbai,East,5.18,3.3,11.8,26279479
4074,1,1,1,2,2,Chandigarh,South,2.68,7.23,5.76,18539101
3901,3,3,2,0,2,Delhi,West,7.61,3.12,9.79,26044932
2440,3,2,2,1,13,Pune,East,1.0,6.41,7.14,12781634
4980,3,3,3,1,16,Bengaluru,East,2.58,4.78,6.81,31143842
3521,3,2,2,3,1,Pune,East,5.06,0.9,8.04,19056033
1246,1,1,3,0,8,Pune,Central,5.16,1.69,14.0,5101943
675,4,4,1,2,2,Pune,North,0.3,3.94,8.61,5353084
4353,5,6,3,0,2,Chandigarh,West,7.07,4.13,11.31,20832087
898,3,4,3,1,25,Pune,East,2.08,2.99,7.82,4955740
2076,3,4,2,2,15,Bengaluru,East,4.51,7.48,14.97,13233861
553,5,6,1,3,27,Mumbai,West,1.15,5.46,9.12,7313437
4102,1,2,1,2,16,Bengaluru,South,8.45,8.57,10.76,24214170
1708,4,3,3,1,3,Bengaluru,South,5.37,6.83,10.21,11477536
1931,4,3,2,2,21,Pune,West,7.87,7.25,4.15,10884720
772,5,5,3,1,26,Bengaluru,South,4.74,4.71,8.39,6126216
826,3,4,2,3,15,Delhi,South,7.93,5.88,10.49,6682523
2581,5,4,1,1,25,Delhi,West,9.46,5.01,8.73,18267246
2322,3,2,1,2,9,Mumbai,West,8.34,0.88,7.41,21005719
863,4,5,2,2,2,Delhi,West,4.99,5.76,2.48,7961831
1757,4,3,2,2,23,Mumbai,Central,8.25,6.88,3.37,17318021
881,5,4,3,3,18,Mumbai,East,2.15,4.64,2.88,10796078
1270,2,2,3,0,1,Delhi,North,8.22,6.22,4.54,9899404
4239,3,3,1,0,20,Mumbai,East,6.32,1.14,11.7,36221407
4257,4,4,1,3,21,Delhi,East,8.5,0.3,4.13,29413322
3940,1,2,2,1,15,Delhi,North,7.23,3.37,7.09,25867531
2291,3,3,3,2,17,Mumbai,North,2.98,6.13,11.97,20523927
3666,1,1,3,0,0,Mumbai,North,6.08,8.97,9.63,31231471
2752,2,1,3,0,30,Pune,West,2.53,9.64,2.27,14269221
3860,1,1,1,2,22,Mumbai,South,6.32,4.1,0.81,33812964
1873,4,5,1,1,3,Pune,Central,6.4,3.45,4.01,11575288
1776,1,2,2,1,24,Pune,East,7.67,1.17,14.74,8269378
4748,5,4,1,3,26,Mumbai,East,7.11,3.54,14.55,42999756
4747,5,5,2,2,20,Bengaluru,North,0.75,3.79,3.25,31724215
4989,3,4,3,2,22,Pune,South,8.09,9.45,4.27,25550763
2617,5,6,3,2,15,Pune,West,7.7,4.85,11.27,14910869
1595,4,5,2,1,16,Bengaluru,Central,7.55,5.39,5.39,12002114
3538,4,5,2,2,28,Delhi,South,2.74,6.24,7.9,23790065
4844,5,4,1,1,9,Mumbai,East,1.38,6.48,13.24,43841727
4026,2,2,2,2,6,Bengaluru,Central,1.54,5.65,11.68,23402030
3249,3,4,2,3,6,Mumbai,West,7.84,4.03,1.44,30074444
3955,4,3,2,2,25,Pune,Central,4.68,8.92,2.38,20976014
4474,4,5,1,3,20,Mumbai,South,2.91,5.57,13.64,39194226
1012,4,4,3,2,25,Chandigarh,West,8.56,3.52,14.44,4849556
4508,1,2,1,2,19,Pune,South,8.92,8.21,2.53,23653959
853,3,2,3,2,3,Bengaluru,East,4.87,9.87,8.35,6019010
1918,4,3,3,1,26,Mumbai,West,4.25,1.72,9.72,17628523
841,5,5,2,3,0,Bengaluru,North,1.66,8.4,5.53,7877112
990,1,2,1,1,0,Chandigarh,Central,3.43,4.72,3.58,4570788
4167,3,4,3,3,13,Delhi,Central,5.23,7.75,8.1,28286140
4252,3,4,2,2,8,Delhi,North,6.93,3.13,2.09,29052049
2160,3,4,3,1,25,Mumbai,South,6.29,5.71,13.91,18365277
4687,5,5,2,0,2,Delhi,West,6.42,7.37,1.63,32295328
